x,y,label
62.963736911975424,73.62033610840962,1
34.434284505986014,27.925037569118373,1
33.94350711611386,40.42027313237008,1
14.328620650631196,33.37877665724768,1
9.233387861054865,11.374785580061097,0
12.926775805023926,32.337686957156755,1
71.60694341112894,65.93267604719524,1
1.551086697648174,57.57230334412756,1
28.671577183565987,54.98718750741105,1
34.04678237979367,30.125536540982655,1
43.86793846931965,4.972695277528095,1
41.50426315213256,42.240285262190454,1
50.39607269936963,97.41841825765823,1
94.64796087374022,79.76704837114741,1
44.58559525710909,15.984056234488818,1
48.18752739145338,17.412873985664014,1
82.77067541075837,54.698023807573946,1
54.23295821693495,5.355947675874228,1
47.83682538914967,1.6611159557453625,1
25.33794801374937,64.19652985670433,1
41.106295474418516,84.87812209023204,1
30.617510456852727,39.51292060855466,1
24.552737770274103,28.394399693821104,1
69.32897347249272,87.51707708498418,1
1.6728925452057286,43.15056300028361,1
67.50766528977957,74.13905992048959,1
40.28147321510358,35.34725921356669,1
52.10411854201351,86.27103208216361,1
63.300558492842804,89.23128645020067,1
90.49715330848134,3.4426105903134663,1
18.04923175719033,74.05157191493353,1
7.6931477771461925,19.18855041590123,0
26.705130659035948,39.50974529886238,1
97.13698864675109,54.65349295584445,1
61.983158846903976,86.05845876208996,1
20.562401396174536,9.535721087794268,0
16.3649203005479,68.87874470893301,1
81.7145785266024,11.467848665090862,1
28.865944263527552,90.5749004465987,1
70.85253203727603,76.86878158812337,1
47.965101491575844,53.374354601011284,1
68.138048702983,93.28179452422805,1
76.45029524923434,36.9188791788718,1
65.446158494759,27.841880610746784,1
53.332405411941785,64.51303651390434,1
25.214579752330156,22.46416185697332,1
30.989865938807494,11.322702272268714,1
97.7436927763246,83.06481402054253,1
48.04598512107423,8.459155648745087,1
3.17596402285627,66.62084615371414,1
94.66744015531341,11.27120323327514,1
99.80871416778409,1.3555037173162088,1
70.76333558273983,93.91889471641188,1
41.93939280766663,34.68811528357233,1
30.604051298242297,33.996817339618566,1
32.2867204306216,6.395423712887139,0
44.45450312896478,79.00592990853839,1
44.991561519643284,30.325889530619033,1
0.8202674778219787,84.62292882979257,1
52.78810037742912,8.780383751266141,1
21.349284563928794,0.30907950446129595,0
64.78290185475889,90.88337938074633,1
12.075234016704517,40.877951357406126,1
63.21297826799706,15.966311858958438,1
9.032157323469448,88.76333816900784,1
82.48578628940189,59.297217469485986,1
98.31072707753646,12.76593876311669,1
1.5001294504906393,25.30272081050555,0
5.870716324499902,96.88602546039232,1
40.908231779975324,4.612927594720862,1
3.720839395256148,17.546801689247182,0
50.988881859103444,39.10259463843039,1
23.018796658305885,59.89461340227141,1
49.479803032237534,67.31467333604682,1
81.16316438834717,71.01419764452918,1
48.0516864162241,49.37608562254323,1
5.5206471739199685,94.56881740142381,1
76.91250890377033,16.49681147899291,1
36.351774947070325,37.60193435698396,1
35.04002885558931,23.946792626029524,1
66.59399363500066,85.6845599768862,1
54.15321915607244,20.51001505805601,1
39.101968265013085,45.46934769830019,1
90.30067702474835,58.28463853476475,1
7.423612591360884,26.872708845248063,0
2.322660327316739,11.075243237378762,0
20.215318078494015,28.658916455439034,1
30.926926031532155,70.28460483776739,1
41.51979699034176,93.81658477047887,1
30.48494766861769,64.90007957310733,1
14.697431158457508,93.02150978980016,1
63.54464483024077,17.390271990612238,1
40.496230182245,73.7134377325141,1
47.5869853605751,23.112738257789022,1
49.90965731133941,13.689029157046107,1
60.27733883097037,92.96704548255033,1
8.801050681211908,21.102310563829096,0
73.73012121105623,7.650270127454339,1
72.92445913405086,6.977930631631557,1
50.24006831401254,79.86787485146607,1
